Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
318,16714260,mengqianying,"2026-08-18 18:57:23",0.80664,11,mengstudent
319,16789474,"Fabio Schilirò","2026-09-09 15:43:49",0.80664,14,fabioschilir
320,16863108,"Ishimwe Lucie Karlise","2026-09-13 13:15:22",0.80664,14,ishimweluciekarlise
321,16673088,"Jainam Jain","2026-09-10 06:44:03",0.80664,2,jainamjain123
322,16861986,TMChan7777,"2026-09-12 19:28:09",0.80664,7,tmchan7777
323,16631265,"Ярослав Гусев","2026-09-12 22:06:35",0.80664,4,yargus
324,16886035,Abianbaba,"2026-09-13 15:38:06",0.80664,6,abianbaba
325,16887617,"Ineza AllianceGisele","2026-09-13 20:27:03",0.80664,3,inezaalliancegisele
326,16889603,"Viphu Hakandai","2026-09-14 07:39:35",0.80664,4,viphuhakandai
327,16923131,AIP-UGM-2,"2026-09-20 00:31:29",0.80664,15,"anjarsaputro,edgar64,muhammadzainurrahman,yuki817"
328,16838856,SANJANA,"2026-09-19 07:08:03",0.80664,2,mesanjana
329,16926716,felly10,"2026-09-20 13:36:40",0.80664,1,felly10
330,16937311,PatLinn,"2026-09-22 19:31:30",0.80664,4,patlinn
331,16942991,Deep_Learners1000,"2026-09-23 01:24:13",0.80664,1,"deeplearners1000,jaydenguy,kwiriraimuguti"
332,16870373,"Ryan Gomes","2026-09-23 05:50:28",0.80664,15,devryann
333,10659291,"Đăng Hải","2026-09-23 12:56:09",0.80664,2,nhdandz
334,16947880,"Sultan Myrzash - 26MD0261","2026-09-23 14:34:59",0.80664,4,smyrzash26md0261
335,16436261,"Hansel Choo","2026-07-27 08:51:38",0.80640,7,hanselchoo
336,16601789,"An Nguyễn Gia","2026-07-28 12:43:00",0.80640,12,annguyengia
337,16617540,genevieve,"2026-07-30 08:53:37",0.80640,8,giearts
338,16626422,"MOHAN #2","2026-07-31 09:50:04",0.80640,1,mohan076
339,16501905,nanatavie,"2026-08-16 13:38:48",0.80640,2,nanatavie
340,16697046,rudykane,"2026-08-10 07:29:21",0.80640,4,rudykane
341,16638064,m3r1al,"2026-08-10 10:55:15",0.80640,26,m3r1al
342,16714118,"Yeskendir Temiralinov","2026-08-12 20:17:20",0.80640,3,eskendirtemiralinov
343,15298531,"Rohan B","2026-08-22 16:54:55",0.80640,2,mathleteutd
344,16753432,yyyyyy1122,"2026-08-27 05:50:17",0.80640,14,yyyyyy1122
345,16774119,ZhouDeng,"2026-08-26 07:48:10",0.80640,1,zhoudeng
346,16762448,"Batu Özer","2026-09-02 14:38:33",0.80640,11,batuzer
347,16481419,ssssssoon,"2026-09-03 11:37:33",0.80640,4,ssssssoon
348,16689436,"Sanika Sonavane","2026-09-12 16:38:04",0.80640,2,sonavane1
349,16673092,Dhanushchowke28,"2026-09-10 06:18:48",0.80640,9,dhanushchowke28
350,16868673,"Meet Nachanekar","2026-09-10 19:27:38",0.80640,10,meet3724
351,16777027,"Kristin Strecker","2026-09-11 01:08:13",0.80640,3,kristinstrecker
352,16511827,"Jure Hrastovec","2026-09-15 07:27:03",0.80640,12,jurehrastovec
353,16881552,"Swaralii Gandhi","2026-09-12 14:19:27",0.80640,1,swaraliigandhi
354,16887551,C-Secure,"2026-09-13 19:53:50",0.80640,4,csecure
355,15292430,zinnnnnnnn121212,"2026-09-16 19:10:38",0.80640,1,zinnnnnnnn121212
356,16864591,"SeungHoon Lee","2026-09-17 07:21:45",0.80640,1,fltfmt
357,16904937,"Frank Bohm","2026-09-22 15:08:56",0.80640,4,frankbohm
358,14859363,"[Deleted] 0697f22e-7cac-47c6-8606-eca51b1e9be7","2026-09-22 06:27:34",0.80640,11,del=09f2860219c9966d
359,16904653,"Ishan F Prasad","2026-09-22 10:54:48",0.80640,5,ishanfprasad
360,16946139,"Amir Yousefi","2026-09-23 08:29:27",0.80640,1,amiryousefies
361,16711832,"Suchit Sartandel","2026-09-23 08:50:37",0.80640,10,suchitsartandel
362,16947487,"Nguyễn Minh Khôi","2026-09-23 12:41:09",0.80640,2,knmk1807
363,16947464,"Nguyễn Văn Anh","2026-09-23 13:33:39",0.80640,3,vsogbibbbmg
364,16480540,川上亮人,"2026-07-26 19:42:46",0.80617,1,ryoto12
365,16480655,"DU ZHENYI","2026-07-27 01:09:58",0.80617,1,zhenyidu123
366,16605666,"Danna Brasdefer","2026-07-27 13:24:35",0.80617,10,dannabrasdefer
367,16611812,"Thamizhvendhan R","2026-07-29 13:51:31",0.80617,1,thamizhvendhanr
368,16623039,"Bryncev Ivan","2026-08-16 08:47:56",0.80617,26,bryncevivan
369,16665783,AmaanAnsarii,"2026-08-05 09:42:43",0.80617,1,amaanansarii
370,16665173,imjamj01,"2026-08-06 09:37:27",0.80617,6,takemayuj01
371,16683081,"Sebastián Montero","2026-08-11 06:21:09",0.80617,1,sebastinmontero
372,16712069,mcy331,"2026-08-13 08:29:10",0.80617,1,mcy331
373,13036989,pengyz970,"2026-08-18 12:41:08",0.80617,1,pengyz970
374,16750565,"Andrés Santos Sanz","2026-08-21 19:51:06",0.80617,11,andressantossanz
375,16753375,sharkiss,"2026-08-21 22:39:01",0.80617,6,sharkisslol
376,16750610,"omar helal2351","2026-08-23 00:09:57",0.80617,3,omarhelal2351
377,16594370,"gyanaranjan mishra","2026-08-26 16:42:03",0.80617,3,gyanaranjanmishra
378,16769902,"Divya Narni","2026-08-27 05:23:55",0.80617,1,divyanarni
379,16771011,"Roy Hsu","2026-08-27 08:03:30",0.80617,5,royhsu1012
380,16782579,"Genaro Virgilio","2026-08-28 06:58:37",0.80617,5,genarosvirgilio
381,16733782,Dunkai,"2026-08-31 14:17:06",0.80617,10,dubkai
382,8514032,Laszlo,"2026-08-31 17:10:08",0.80617,1,laszlore
383,16797367,"William Caron","2026-09-02 17:23:28",0.80617,8,williamcaron
384,9415064,Alex920,"2026-09-03 12:10:12",0.80617,5,alex920
385,16867960,"Emeline USANASE","2026-09-12 21:01:53",0.80617,3,emelineusanase
386,16889552,ปาร์ตี้ผู้กล้า,"2026-09-14 06:48:21",0.80617,10,"boonyapaween,krittiteesrisai,nuttachaiphondee,tanadonchaisila"
387,16916254,"Valensius Alven","2026-09-17 19:00:25",0.80617,1,valensiusalven
388,16910570,"Franklyn Xue","2026-09-19 04:21:46",0.80617,15,franklynxue
389,16923532,KyleRees,"2026-09-19 13:44:09",0.80617,1,kylerees
390,16930495,HyunilKo,"2026-09-20 13:18:58",0.80617,3,hyunilko
391,16602198,"Kyle Wang","2026-07-26 23:31:37",0.80593,5,ky1ewan9
392,16603232,"Archie A","2026-07-27 21:14:27",0.80593,1,archiea2
393,16621445,"Elias William","2026-07-30 17:18:53",0.80593,1,eliaswilliam
394,16612453,Nigesh,"2026-07-31 06:32:40",0.80593,4,adhiniki
395,11890929,FUCHINO_Hiroshi,"2026-08-11 08:26:18",0.80593,18,fuchinohiroshi
396,16571692,Ansh@21032007,"2026-08-03 12:10:56",0.80593,2,ansh21032007
397,16694050,AIsummer2026,"2026-08-10 05:05:29",0.80593,2,aisummer2026
398,16716597,"Владислав Ващишин","2026-08-13 10:57:30",0.80593,1,nothiny
399,16728316,julio_cortes0,"2026-08-16 11:52:53",0.80593,1,juliocortes0
400,8971200,"Akai Red","2026-08-17 17:15:26",0.80593,2,akaired
401,16664399,tebenia,"2026-08-18 06:38:57",0.80593,2,tebenia
402,16655532,"Jonathan Salim95","2026-08-19 04:31:54",0.80593,12,jonathansalim95
403,16755124,"Benjamin Haddley","2026-08-21 15:43:52",0.80593,2,benjaminhaddley
404,16752923,쿠키프라페,"2026-08-23 08:38:40",0.80593,19,simpson92
405,16750555,"Mariam Farrag","2026-08-23 11:58:48",0.80593,7,mariamfarrag
406,16750558,"Mariam Sharnoubi","2026-08-23 13:13:44",0.80593,2,mariamsharnoubi
407,16765869,OverCast177,"2026-09-01 16:00:36",0.80593,1,overcast177
408,16821899,Ulf,"2026-09-03 14:55:38",0.80593,1,mertensu
409,16674499,"Jayraj Sawant","2026-09-03 15:46:39",0.80593,1,jayraj12sawant
410,16830812,WonKyungLee_1974,"2026-09-06 09:41:39",0.80593,4,wonkyunglee1974
411,16843999,Emilio,"2026-09-07 09:48:38",0.80593,11,emibo2811
412,16888250,"امجد فضل علي باسلامه","2026-09-14 19:17:06",0.80593,1,amjadbasalama
413,16599306,"MD.Firoj Khondokar","2026-07-26 04:54:38",0.80570,10,mdfirojkhondokar
414,16603728,"John Smith #8","2026-07-27 11:47:18",0.80570,9,qq3327008209
415,16601406,"Sanzhar Konysbayev","2026-07-29 04:02:38",0.80570,1,sanzharkonysbayev
416,16627298,vietquocnguyen,"2026-07-31 12:58:03",0.80570,2,vietquocnguyen
417,16618838,JustKidding,"2026-08-05 07:57:43",0.80570,7,latishasindhi
418,16590232,Shash,"2026-08-04 10:16:43",0.80570,2,shashcoder
419,16661720,"Dietmar Lewin","2026-08-04 20:36:06",0.80570,1,dietmarlewin
420,16654326,"Даниил Мельник","2026-08-06 05:28:20",0.80570,4,damelnik
421,16663412,RRmmXX,"2026-08-07 22:20:48",0.80570,1,rrmmxx
422,16708571,"21 07 27 Anh Thư","2026-08-12 04:38:34",0.80570,12,ahnthw
423,16660592,"Yashit Mittal","2026-08-17 15:12:46",0.80570,3,yashitmittal
424,16734707,"Alvaro Affonso do Vale","2026-08-18 03:30:05",0.80570,2,alvaroaffonsodovale
425,16747388,"Gaurav Kumar #4","2026-08-21 12:31:58",0.80570,2,varuag799
426,16761096,"Kabir Yohannan","2026-08-23 08:12:33",0.80570,2,kabiryohannan
427,16750588,"Alaa Ahmed","2026-08-23 14:08:49",0.80570,5,alaa2lhacker
428,16635040,"Jevon Kagenou","2026-08-26 06:27:01",0.80570,11,felixalbertajevon
429,16774888,"Umang Aditya","2026-08-26 18:05:03",0.80570,3,umang5916
430,16793274,"Siddharth Anil","2026-08-30 19:02:21",0.80570,1,tingdulal
431,16841590,"nasa Furiy","2026-09-05 23:41:41",0.80570,1,nasafuriy
432,16793171,"Hiệp Nguyễn","2026-09-06 02:25:02",0.80570,1,hieppotato
433,16775827,"Mbishibishi Flavien","2026-09-07 14:26:18",0.80570,1,mbishibishiflavien
434,16782915,natkuma,"2026-09-09 06:18:53",0.80570,1,natkuma
435,16891658,"Wongsathon Thanayod","2026-09-14 15:37:22",0.80570,1,wongsathonthanayod
436,16853051,jockers,"2026-09-15 03:02:23",0.80570,11,jockers
437,16913803,"Oleksandr KOTOV","2026-09-17 12:20:16",0.80570,3,oleksandrkotov
438,16932297,Tamvey,"2026-09-20 22:51:59",0.80570,5,tamvey
439,16947431,"Khanh Trong Hoang","2026-09-23 14:26:23",0.80570,9,khanhtronghoang
440,16600253,"Will Hirsch","2026-08-04 23:40:22",0.80547,3,willhirsch
441,16627913,"Tran Nhat Truong","2026-07-31 16:14:06",0.80547,3,trannhattruong19691
442,16645131,"Ajeet Krishnasamy","2026-08-03 06:04:30",0.80547,8,ajeetkrish
443,16645617,majorshawty,"2026-08-03 04:34:03",0.80547,1,majorshawty
444,16548706,"Nguyễn Lê Duy B24DCKH043","2026-08-04 08:11:04",0.80547,2,nguynlduyb24dckh043
445,16740778,Aishwaryakaggle,"2026-08-19 03:45:40",0.80547,1,aishwaryarakesh
446,16745659,"MD. ABDULLAH AL ASIF ","2026-08-20 03:36:35",0.80547,1,mdabdullahalasif
447,15491881,"Vinay Todkar","2026-08-21 04:03:21",0.80547,1,vinaytodkar
448,16846035,"Liujin Qiu","2026-09-07 05:40:43",0.80547,1,qqiuliujin
449,16839699,mknowles21,"2026-09-15 17:31:04",0.80547,13,mknowles21
450,16854908,Jakiduy,"2026-09-11 13:58:53",0.80547,14,jakiduy
451,16861670,"tuyishimire claudine","2026-09-10 08:54:04",0.80547,3,tuyishimireclaudine
452,16862948,"Yvette kazeneza","2026-09-11 07:18:09",0.80547,4,yvettekazeneza
453,16867064,"Umuhoza Marie solange","2026-09-14 06:53:51",0.80547,9,umuhozamariesolange
454,16866676,"Ikaze Annick","2026-09-10 18:39:50",0.80547,1,ikazeannick
455,16865629,"immaculee byukusenge","2026-09-11 07:38:39",0.80547,1,immaculeebyukusenge
456,16877863,"Ezequiel canan","2026-09-12 01:24:25",0.80547,6,ezequielcanan
457,13118688,"Atharv Nema","2026-09-13 12:42:31",0.80547,1,atharvnema123
458,16889694,"Phatcharaphon Kongkawe","2026-09-14 07:10:32",0.80547,6,phatcharaphon01
459,16891351,"Joyeuse HIRWA","2026-09-14 12:58:06",0.80547,1,joyeusehirwa
460,16904464,"MohammadEsmaeil Nikbakhsh","2026-09-16 07:29:32",0.80547,2,ms20237
461,16907879,GregoryAV,"2026-09-17 06:33:36",0.80547,5,gregoryav
462,16924260,"shikigami yao","2026-09-19 13:05:54",0.80547,1,shikigamiyao
463,16937604,"30_AIML_A_ Gaurav Giri","2026-09-21 17:13:04",0.80547,1,gauravgiri1
464,16942285,HaIssa,"2026-09-22 21:48:26",0.80547,2,haissa
465,16252873,prvsiyan,"2026-07-28 18:02:37",0.80523,1,prvsiyan
466,16642558,"Nguyen Quang","2026-08-02 15:25:38",0.80523,3,nguyenquangvn07
467,16634306,"Minh Phú","2026-08-02 18:53:59",0.80523,11,minhphune
468,16664665,Karma_350234,"2026-08-20 06:53:17",0.80523,46,karma350234
469,16701155,hiro909890,"2026-08-14 06:32:23",0.80523,11,hiro909890
470,16727499,"DHINAKARAN S","2026-08-16 06:41:23",0.80523,1,dhinakaran06
471,16620500,"Tanushree Pandya","2026-08-16 08:23:44",0.80523,10,tanushreepandya
472,16730193,"Andrew Reed","2026-08-17 01:30:24",0.80523,2,andrewreed
473,16730723,Karl0106,"2026-08-17 04:39:33",0.80523,2,karl0106
474,16725448,"Shinichi Monden","2026-08-17 11:04:43",0.80523,1,shinichimonden
475,16745930,izumi600,"2026-08-20 08:11:14",0.80523,3,izumi600
476,16743627,"Agilan K","2026-08-20 08:26:37",0.80523,2,agilankumar
477,16763842,"James #3","2026-08-26 00:46:21",0.80523,5,tangledupinblue
478,16770985,"G Sravani","2026-08-25 13:51:41",0.80523,1,sravani1828
479,16758309,"Ali Oktay BOBUŞ","2026-08-29 21:22:16",0.80523,1,alioktaybobu
480,16807264,"Abdelrahman 320240104","2026-09-02 13:07:05",0.80523,9,abdelrahman320240104
481,16889777,Prayfon,"2026-09-14 07:00:59",0.80523,3,prayfon
482,16889856,Piyachayanin,"2026-09-14 07:11:14",0.80523,1,piyachayanin
483,16893617,한지율1234,"2026-09-15 04:14:52",0.80523,5,jy101017
484,16865567,"sonngyin L","2026-09-17 05:09:22",0.80523,6,sonngyinl
485,16854102,"Nicolas Paiva","2026-09-19 00:40:48",0.80523,5,nicolaspaiva
486,15842784,"Aiman Merchant","2026-09-22 10:46:56",0.80523,13,aimanmerchant
487,16922780,CV4497,"2026-09-20 02:16:11",0.80523,1,cv4497
488,16607408,"ATHARVA NAIK","2026-09-20 14:17:18",0.80523,9,atharvanaik
489,16943508,"Turb Onooob","2026-09-22 19:36:07",0.80523,3,turbonooob
490,16947473,"1 Bùi Hải An","2026-09-23 14:44:28",0.80523,4,andeptrai07
491,16947441,"Trường An Lâm 1206","2026-09-23 14:24:31",0.80523,7,trnganlm1206
492,16947824,"Alikhan Kubayev - 26MD0247","2026-09-23 14:52:21",0.80523,1,alikhankubayev
493,16948200,Dj0ntb0y,"2026-09-23 15:02:30",0.80523,2,dj0ntb0y
494,16620721,imnewherehixcien,"2026-08-01 02:25:00",0.80500,8,imnewherehixcien
495,16638870,artnn22,"2026-08-05 19:01:00",0.80500,5,acloudy
496,16619252,Yogaazhaki,"2026-08-07 06:44:35",0.80500,1,yogaazhaki
497,16678179,"Kenny Burgers","2026-08-07 16:51:21",0.80500,1,kennyburgers
498,16696118,HideyukiKita,"2026-08-09 15:11:12",0.80500,1,hideyukikita
499,10544770,Pepinstelroy,"2026-08-14 18:44:25",0.80500,2,mypssword193
500,16724155,"Amir Mahdi Vahid D","2026-08-15 18:33:29",0.80500,5,amirmahdivahidd
501,16727154,rajaau,"2026-08-16 09:52:45",0.80500,5,rajaau
502,16741964,"Tiago Rei","2026-08-19 12:03:28",0.80500,9,tiagolrei
503,16743809,"Md Riad Hasan","2026-08-19 15:57:46",0.80500,1,mrhscript
504,16743315,"Lutfun Nahar Barsha","2026-08-19 16:18:00",0.80500,1,lutfunnaharbarsha
505,16729099,K_garg29,"2026-08-19 16:56:43",0.80500,1,kgarg29
506,16756770,"Mohamed Helal","2026-08-22 01:18:54",0.80500,2,m00hamed
507,16762415,"Adnan Akib1","2026-08-23 13:46:13",0.80500,1,adnanakib1
508,16729557,"Martí Gasol Cos","2026-08-23 15:49:29",0.80500,1,martgasolcos
509,14585993,pywork_5992,"2026-08-25 13:13:14",0.80500,1,"songhuarui5992,yangyuxuan200591,yuyuyuyuyikj,zhangmiao5878"
510,16793451,"Anuar Akimbekov","2026-09-01 18:10:22",0.80500,2,anuarakimbekov
511,16820877,"Surafel Sintayehu","2026-09-07 09:48:05",0.80500,1,surafelsintayehu
512,16652838,"Сергей Гришин","2026-09-08 18:00:43",0.80500,1,blackstarc121
513,16862276,"Javier Hernáez","2026-09-09 17:54:31",0.80500,1,javierhernaez
514,16838628,"Темур Эргашев","2026-09-10 19:43:15",0.80500,9,timaerg
515,9641617,aditya117b,"2026-09-10 20:22:53",0.80500,1,aditya117b
516,16117129,"Eshan N  Mohammed","2026-09-14 00:08:06",0.80500,12,eshanmohamed
517,16889995,tanny,"2026-09-14 07:41:07",0.80500,6,tannydada
518,16916832,farhanntu,"2026-09-17 20:18:26",0.80500,1,mufarhans
519,16871575,dusk,"2026-09-18 04:55:43",0.80500,1,hhduskhh
520,16919020,"Harini Parupudi","2026-09-18 07:17:55",0.80500,1,hariniparupudi
521,16926017,"Jhimy Reyes","2026-09-19 17:21:31",0.80500,4,jhimyreyes
522,15118867,anli2811,"2026-09-21 04:47:37",0.80500,2,anli2811
523,16937856,"Altybay Arailym-26MD0402","2026-09-22 08:55:35",0.80500,2,aapqawsed123
524,16572063,Anis,"2026-07-27 13:47:18",0.80476,1,yuuanis
525,16613093,"Manaswi Kamireddy","2026-07-31 05:53:39",0.80476,1,manaswikamireddy
526,16632101,"Hoàng Nguyên Anh","2026-07-31 14:59:27",0.80476,3,lemon4life
527,16639757,"Phan Hoài Bảo Khang","2026-08-02 12:43:24",0.80476,1,phanhoaibaokhang
528,16673453,"Trần Quốc An Trường PT Sao Việt","2026-08-06 08:00:22",0.80476,1,trnqucantrngptsaovit
529,16683992,Peterssretep,"2026-08-07 12:17:27",0.80476,1,peterssretep
530,16690894,llopllopll,"2026-08-08 12:53:39",0.80476,6,llopllopll
531,16675079,DedMokus,"2026-08-08 16:37:33",0.80476,6,dedmokus
532,16701785,"Yasin Behjooei","2026-08-12 08:16:36",0.80476,12,yasinbehjooei
533,15221253,"parsa behjat tabrizi","2026-09-20 10:14:58",0.80476,6,parsabehjattabrizi
534,16729934,"ej cla nz","2026-08-17 07:16:17",0.80476,10,ejclanz
535,16741757,"G.M Khalid Bin Faruk","2026-08-19 08:31:28",0.80476,1,gmkhalidbinfaruk
536,16732639,"Raj Aryan Singh","2026-08-19 10:56:48",0.80476,12,kratos14raj
537,16739937,"NISHAT TAMANNA 2233081050","2026-08-19 11:39:46",0.80476,1,tamanna4018
538,16755502,vaatrushka,"2026-08-27 18:14:06",0.80476,6,vaatrushka
539,16798408,"Andrew Leal70","2026-08-31 22:52:37",0.80476,2,andrewleal70
540,16771831,"Arseniy Shutko","2026-09-04 08:28:18",0.80476,4,arseniyshutko
541,16825782,EnIsHard,"2026-09-13 02:19:06",0.80476,13,enishard
542,16740256,"Henrique Garcia","2026-09-20 17:03:04",0.80476,10,henriquecgarcia
543,16917439,Daniela12458,"2026-09-18 01:58:41",0.80476,3,daniela12458
544,16906992,"Christian Gavriel","2026-09-18 18:02:09",0.80476,1,christiangavriel
545,16884907,"Lohan Meunier","2026-09-20 22:36:31",0.80476,1,lohanmeunier
546,16920264,elitekokq,"2026-09-22 12:22:26",0.80476,3,vanokaggler
547,16942031,"lorena rios25","2026-09-22 13:57:59",0.80476,1,lorenarios25
548,16557136,Justinvr,"2026-07-29 19:38:35",0.80453,1,"hayf27,josiekirk14,justinvr"
549,16633842,"Raisy Wang","2026-08-01 01:16:04",0.80453,5,raisywang
550,16605791,"Thiện Nguyễn Hữu","2026-08-01 13:15:17",0.80453,1,thiennguyenqn
551,16641549,"A Aswanth Raj","2026-08-02 13:08:15",0.80453,1,aaswanthraj
552,16610543,"Dinh Bao Binh Tran","2026-08-04 17:32:26",0.80453,1,dinhbaobinhtran
553,16682820,"Takashi Miura #2","2026-08-07 07:28:26",0.80453,1,takasshu
554,16695909,"Huseyn Akhmedov","2026-08-10 11:36:44",0.80453,1,huseynakhmedov
555,16702244,"chiluka Karthik","2026-08-12 06:35:13",0.80453,2,chilukakarthik
556,16744829,"Taha Sarhadi","2026-08-19 22:54:30",0.80453,10,tahasarhadi
557,16753648,Antigone_xzh,"2026-08-21 09:43:13",0.80453,1,antigonexzh
558,16750547,Ahmed_Osman,"2026-08-21 15:59:55",0.80453,2,ahmedosman220
559,16754095,Danji123,"2026-08-23 12:01:08",0.80453,5,danji123
560,16763622,"Khaled Tarek","2026-08-23 20:45:47",0.80453,2,khaledtarek182
561,16765622,mrbip_anchocolet,"2026-08-25 01:56:15",0.80453,1,mrbipanchocolet
562,15009306,"jason vetter","2026-09-05 04:40:39",0.80453,2,jasonvetter
563,16778351,FukushimaYo,"2026-08-27 05:09:12",0.80453,1,fukushimayo
564,16480063,"Daniel Vega 999","2026-08-28 11:54:24",0.80453,1,danielvega999
565,16282392,"Valentin Serebreanu","2026-09-04 21:55:36",0.80453,1,fake364
566,16854570,"AHMAD HANIF MUGHAL","2026-09-09 01:03:00",0.80453,2,ahmadhanifmughal
567,16860724,"Zongsheng Yin","2026-09-09 13:52:13",0.80453,2,suhzhzjjzh
568,16864153,"Shirish Man Shakya","2026-09-10 05:17:37",0.80453,1,shirishmanshakya
569,16863741,"Lộc Pham","2026-09-12 13:47:34",0.80453,4,linfan0701
570,16932261,"Ali Salih Yıldırım","2026-09-20 22:32:20",0.80453,3,alisalihyldrm
571,16941300,"Kim Yuriy","2026-09-22 11:26:10",0.80453,3,kimyuriy
572,16605593,"Allan S Joseph","2026-07-27 14:57:28",0.80430,1,allansjoseph
573,16613963,thaoanh22,"2026-07-29 15:42:59",0.80430,3,thaoanh22
574,16614969,Navyasaravanan25,"2026-07-29 18:48:15",0.80430,1,navyasaravanan25
575,16632372,"Trần Tất Nguyên","2026-07-31 17:14:39",0.80430,2,nguyentrann0703
576,16692979,inZOR-ND,"2026-08-08 22:40:07",0.80430,6,dumitrunovic
577,16710432,"CHRISTEEN DENNY","2026-08-12 05:38:59",0.80430,2,christeendenny
578,16730328,hanmmx,"2026-08-17 02:03:57",0.80430,2,hanmmx
579,16735394,"Chanuka Dilshan","2026-08-18 06:21:42",0.80430,1,chanukadilshan
580,16739050,"km b","2026-09-14 18:17:44",0.80430,6,kmbggggggg
581,16744272,"MOHAMMAD KOWSER MAHMUD ","2026-08-19 17:53:55",0.80430,1,mohammadkowsermahmud
582,16588987,kaypto,"2026-08-20 13:12:45",0.80430,1,kaypto
583,16717232,"enzo. Sss","2026-08-22 12:44:28",0.80430,27,enzosss
584,16697726,"antonio margarete","2026-08-23 03:48:00",0.80430,1,antoniomargarete
585,15566303,"⸻AgentZZ ⸻","2026-08-23 21:06:32",0.80430,1,agentzz
586,16780084,tespip,"2026-08-27 20:07:57",0.80430,1,tespip
587,16705389,"Yomna Hussien Aref","2026-08-29 20:49:35",0.80430,2,yomnahussienaref
588,16780099,"Carl Emil Gadegaard Gjørup","2026-08-31 20:02:22",0.80430,5,carlgoijer
589,15398086,nuraly,"2026-09-07 15:23:02",0.80430,1,nura1125
590,16598029,"Thảo Nguyễn Phương","2026-07-31 07:01:08",0.80406,27,thaonguyen1206
591,16631054,"Phúc Thịnh Võ Lê","2026-08-02 15:06:38",0.80406,2,phcthnhvl
592,14735566,"Phan Đăng Trọng Tín","2026-08-03 08:21:28",0.80406,1,tinphan2007
593,16693315,MuawiyaHz,"2026-08-09 07:52:34",0.80406,7,muawiyahz
594,16598794,Yoshirooo,"2026-08-11 02:51:58",0.80406,3,yoshirokushida
595,16707278,"Khai Ta Tuan","2026-08-11 11:54:01",0.80406,2,khaitatuan
596,16700225,kryfika,"2026-08-12 17:20:25",0.80406,1,kryfika
597,16714343,"Kheelit Chandrawanshi","2026-08-12 20:52:29",0.80406,3,kheelitchandrawanshi
598,16725201,"Mursal Gorchuyev","2026-08-15 12:48:48",0.80406,2,mursalgorchuyev
599,16743624,"saimong marma","2026-08-19 17:56:49",0.80406,1,saimongmarma
600,16744524,"ZIAUL KARIM SIAM 2233081552","2026-08-19 18:45:05",0.80406,1,siam2233081552
601,16748819,"Sukhbold Chimeddorj","2026-08-20 13:33:35",0.80406,1,sukhboldch
602,16765145,"Anushka Majety","2026-08-26 04:46:09",0.80406,1,anushkamajety
603,16779607,"SIVA S","2026-09-23 06:40:03",0.80406,280,codingmaster24
604,16794495,Mogamiel,"2026-08-31 02:27:16",0.80406,1,mogamiel
605,13626915,"[Deleted] 47e0de2d-ab78-469e-8bb8-bdc62e9d8c98","2026-09-04 01:48:42",0.80406,1,del=d89588b5fc014e38
606,16604259,"Kamrul Hasan","2026-09-10 06:25:03",0.80406,1,kamrulhasanabir
607,12956304,"Mario Herreros","2026-09-18 17:46:21",0.80406,1,marioherreros
608,16916575,rdcsecurity,"2026-09-22 02:54:25",0.80406,1,rafaeldcsecurity
609,16931041,"Timo Diehm","2026-09-22 08:58:51",0.80406,6,timodiehm
610,16936672,"Seitkazinov Zhalgas - 26MD0279","2026-09-22 16:04:56",0.80406,4,zseitkazinov
611,16943984,"Fat Scientist","2026-09-22 22:35:15",0.80406,1,fatscientist
612,16947565,HoangNguyen24a,"2026-09-23 14:17:54",0.80406,4,hoangnguyen24a
613,16594848,Adam1942,"2026-07-25 20:10:50",0.80383,4,adam1942
614,16501794,SoFarSoGood_26,"2026-07-26 11:08:52",0.80383,1,sofarsogood26
615,16566777,RAHA,"2026-07-26 11:37:49",0.80383,1,l4r3nn
616,16605875,"SUJITH RAJA R AI-ML","2026-07-27 14:11:23",0.80383,1,sujithrajaraiml
617,16609119,FannDrann,"2026-07-28 13:15:04",0.80383,10,fanndrann
618,16609854,lavanya,"2026-07-31 04:06:35",0.80383,1,lavanya19010
619,16620881,giakhanh,"2026-07-31 06:49:10",0.80383,3,akdsasldjalsjd
620,16617374,WaterBoy025,"2026-07-31 07:26:36",0.80383,3,waterboy250903
621,16632984,HÒn-SamA,"2026-07-31 18:10:52",0.80383,1,hnsama
622,16635054,GbordIam,"2026-08-01 11:39:26",0.80383,4,gbordiam
623,16638832,"Recep Öztürk","2026-08-01 18:00:27",0.80383,2,rcpztrrk1
624,16597451,ponpoko_tanuki,"2026-08-02 07:38:11",0.80383,3,ponpokotanuki
625,16631712,"Anh Phúc Trương","2026-08-02 15:54:00",0.80383,15,anhphctrng
626,16623207,"Johannes jiryis","2026-08-04 09:48:19",0.80383,5,johannesjiryis
627,16685680,thienchmus2025,"2026-08-07 14:43:39",0.80383,1,thienchmus2025
628,16689528,"Sergeev Dima","2026-08-09 08:23:08",0.80383,4,sergeevdima
629,16691691,"Paolo Boghos","2026-08-08 16:05:41",0.80383,3,paoloboghos
630,16698573,"Joevan Aliman","2026-08-12 07:43:43",0.80383,2,joevanaliman
631,16717971,"Coding made Easy","2026-08-13 16:20:35",0.80383,3,codingmadeeasy
632,16730078,"Hritik Jhaveri","2026-08-16 23:35:36",0.80383,1,hritikjhaveri
